板块,公司全称,A股代码,A股简称,A股上市日期,所属行业
主板,中信国安信息产业股份有限公司,000839,中信国安,1997-10-31,I 信息技术
主板,河北承德露露股份有限公司,000848,承德露露,1997-11-13,C 制造业
主板,安徽华茂纺织股份有限公司,000850,华茂股份,1998-10-07,C 制造业
主板,大唐高鸿数据网络技术股份有限公司,000851,高鸿股份,1998-06-09,F 批发零售
主板,中石化石油机械股份有限公司,000852,石化机械,1998-11-26,C 制造业
主板,唐山冀东装备工程股份有限公司,000856,冀东装备,1998-08-13,C 制造业
主板,宜宾五粮液股份有限公司,000858,五 粮 液,1998-04-27,C 制造业
主板,安徽国风塑业股份有限公司,000859,国风塑业,1998-11-19,C 制造业
主板,北京顺鑫农业股份有限公司,000860,顺鑫农业,1998-11-04,C 制造业
主板,广东海印集团股份有限公司,000861,海印股份,1998-10-28,L 商务服务
主板,宁夏银星能源股份有限公司,000862,银星能源,1998-09-15,D 水电煤气
主板,三湘印象股份有限公司,000863,三湘印象,1997-09-25,K 房地产
主板,安徽安凯汽车股份有限公司,000868,ST安凯,1997-07-25,C 制造业
主板,烟台张裕葡萄酿酒股份有限公司,000869,张  裕Ａ,2000-10-26,C 制造业
主板,吉林电力股份有限公司,000875,吉电股份,2002-09-26,D 水电煤气
主板,新希望六和股份有限公司,000876,新 希 望,1998-03-11,C 制造业
主板,新疆天山水泥股份有限公司,000877,天山股份,1999-01-07,C 制造业
主板,云南铜业股份有限公司,000878,云南铜业,1998-06-02,C 制造业
主板,潍柴重机股份有限公司,000880,潍柴重机,1998-04-02,C 制造业
主板,中广核核技术发展股份有限公司,000881,中广核技,1998-09-02,C 制造业
主板,北京华联商厦股份有限公司,000882,华联股份,1998-06-16,L 商务服务
主板,湖北能源集团股份有限公司,000883,湖北能源,1998-05-19,D 水电煤气
主板,城发环境股份有限公司,000885,城发环境,1999-03-19,G 运输仓储
主板,海南高速公路股份有限公司,000886,海南高速,1998-01-23,K 房地产
主板,安徽中鼎密封件股份有限公司,000887,中鼎股份,1998-12-03,C 制造业
主板,峨眉山旅游股份有限公司,000888,峨眉山Ａ,1997-10-21,N 公共环保
主板,中嘉博创信息技术股份有限公司,000889,中嘉博创,1997-12-18,I 信息技术
主板,江苏法尔胜股份有限公司,000890,*ST胜尔,1999-01-19,C 制造业
主板,欢瑞世纪联合股份有限公司,000892,欢瑞世纪,1999-01-15,R 文化传播
主板,亚钾国际投资（广州）股份有限公司,000893,亚钾国际,1998-12-24,C 制造业
主板,河南双汇投资发展股份有限公司,000895,双汇发展,1998-12-10,C 制造业
主板,天津津滨发展股份有限公司,000897,津滨发展,1999-04-22,K 房地产
主板,鞍钢股份有限公司,000898,鞍钢股份,1997-12-25,C 制造业
主板,江西赣能股份有限公司,000899,赣能股份,1997-11-26,D 水电煤气
主板,现代投资股份有限公司,000900,现代投资,1999-01-28,G 运输仓储
主板,航天科技控股集团股份有限公司,000901,航天科技,1999-04-01,C 制造业
主板,新洋丰农业科技股份有限公司,000902,新洋丰,1999-04-08,C 制造业
主板,昆明云内动力股份有限公司,000903,云内动力,1999-04-15,C 制造业
主板,厦门港务发展股份有限公司,000905,厦门港务,1999-04-29,G 运输仓储
主板,浙商中拓集团股份有限公司,000906,浙商中拓,1999-07-07,F 批发零售
主板,湖南景峰医药股份有限公司,000908,景峰医药,1999-02-03,C 制造业
主板,数源科技股份有限公司,000909,数源科技,1999-05-07,K 房地产
主板,大亚圣象家居股份有限公司,000910,大亚圣象,1999-06-30,C 制造业
主板,南宁糖业股份有限公司,000911,南宁糖业,1999-05-27,C 制造业
主板,四川泸天化股份有限公司,000912,泸天化,1999-06-03,C 制造业
主板,浙江钱江摩托股份有限公司,000913,钱江摩托,1999-05-14,C 制造业
主板,山东山大华特科技股份有限公司,000915,山大华特,1999-06-09,C 制造业
主板,湖南电广传媒股份有限公司,000917,电广传媒,1999-03-25,I 信息技术
主板,嘉凯城集团股份有限公司,000918,嘉凯城,1999-07-20,K 房地产
主板,金陵药业股份有限公司,000919,金陵药业,1999-11-18,C 制造业
主板,南方汇通股份有限公司,000920,南方汇通,1999-06-16,C 制造业
主板,海信家电集团股份有限公司,000921,海信家电,1999-07-13,C 制造业
主板,哈尔滨电气集团佳木斯电机股份有限公司,000922,佳电股份,1999-06-18,C 制造业
主板,河钢资源股份有限公司,000923,河钢资源,1999-07-14,B 采矿业
主板,浙江众合科技股份有限公司,000925,众合科技,1999-06-11,C 制造业
主板,湖北福星科技股份有限公司,000926,福星股份,1999-06-18,K 房地产
主板,中国铁路物资股份有限公司,000927,中国铁物,1999-07-27,G 运输仓储
主板,中钢国际工程技术股份有限公司,000928,中钢国际,1999-03-12,E 建筑业
主板,兰州黄河企业股份有限公司,000929,兰州黄河,1999-06-23,C 制造业
主板,中粮生物科技股份有限公司,000930,中粮科技,1999-07-12,C 制造业
主板,北京中关村科技发展(控股)股份有限公司,000931,中 关 村,1999-07-12,C 制造业
主板,湖南华菱钢铁股份有限公司,000932,华菱钢铁,1999-08-03,C 制造业
主板,河南神火煤电股份有限公司,000933,神火股份,1999-08-31,C 制造业
主板,四川双马水泥股份有限公司,000935,四川双马,1999-08-24,C 制造业
主板,江苏华西村股份有限公司,000936,华西股份,1999-08-10,C 制造业
主板,冀中能源股份有限公司,000937,冀中能源,1999-09-09,B 采矿业
主板,紫光股份有限公司,000938,紫光股份,1999-11-04,C 制造业
主板,云南南天电子信息产业股份有限公司,000948,南天信息,1999-10-14,I 信息技术
主板,新乡化纤股份有限公司,000949,新乡化纤,1999-10-21,C 制造业
主板,重药控股股份有限公司,000950,重药控股,1999-09-16,F 批发零售
主板,中国重汽集团济南卡车股份有限公司,000951,中国重汽,1999-11-25,C 制造业
主板,湖北广济药业股份有限公司,000952,广济药业,1999-11-12,C 制造业
主板,广西河池化工股份有限公司,000953,*ST河化,1999-12-02,C 制造业
主板,欣龙控股（集团）股份有限公司,000955,欣龙控股,1999-12-09,C 制造业
主板,中通客车股份有限公司,000957,中通客车,2000-01-13,C 制造业
主板,国家电投集团东方新能源股份有限公司,000958,东方能源,1999-12-23,J 金融业
主板,北京首钢股份有限公司,000959,首钢股份,1999-12-16,C 制造业
主板,云南锡业股份有限公司,000960,锡业股份,2000-02-21,C 制造业
主板,江苏中南建设集团股份有限公司,000961,中南建设,2000-03-01,K 房地产
主板,宁夏东方钽业股份有限公司,000962,东方钽业,2000-01-20,C 制造业
主板,华东医药股份有限公司,000963,华东医药,2000-01-27,F 批发零售
主板,天津天保基建股份有限公司,000965,天保基建,2000-04-06,K 房地产
主板,国电长源电力股份有限公司,000966,长源电力,2000-03-16,D 水电煤气
主板,盈峰环境科技集团股份有限公司,000967,盈峰环境,2000-03-30,N 公共环保
主板,山西蓝焰控股股份有限公司,000968,蓝焰控股,2000-06-22,B 采矿业
主板,安泰科技股份有限公司,000969,安泰科技,2000-05-29,C 制造业
主板,北京中科三环高技术股份有限公司,000970,中科三环,2000-04-20,C 制造业
主板,高升控股股份有限公司,000971,*ST高升,2000-04-27,I 信息技术
主板,中基健康产业股份有限公司,000972,ST中基,2000-09-26,C 制造业
主板,佛山佛塑科技集团股份有限公司,000973,佛塑科技,2000-05-25,C 制造业
主板,银泰黄金股份有限公司,000975,银泰黄金,2000-06-08,B 采矿业
主板,广东华铁通达高铁装备股份有限公司,000976,华铁股份,2000-06-01,C 制造业
主板,浪潮电子信息产业股份有限公司,000977,浪潮信息,2000-06-08,C 制造业
主板,桂林旅游股份有限公司,000978,桂林旅游,2000-05-18,N 公共环保
主板,众泰汽车股份有限公司,000980,*ST众泰,2000-06-16,C 制造业
主板,银亿股份有限公司,000981,*ST银亿,2000-06-22,C 制造业
主板,宁夏中银绒业股份有限公司,000982,*ST 中绒,2000-07-06,C 制造业
主板,山西焦煤能源集团股份有限公司,000983,山西焦煤,2000-07-26,B 采矿业
主板,大庆华科股份有限公司,000985,大庆华科,2000-07-26,C 制造业
主板,广州越秀金融控股集团股份有限公司,000987,越秀金控,2000-07-18,J 金融业
主板,华工科技产业股份有限公司,000988,华工科技,2000-06-08,C 制造业
主板,九芝堂股份有限公司,000989,九 芝 堂,2000-06-28,C 制造业
主板,诚志股份有限公司,000990,诚志股份,2000-07-06,C 制造业
主板,福建闽东电力股份有限公司,000993,闽东电力,2000-07-31,D 水电煤气
主板,甘肃皇台酒业股份有限公司,000995,皇台酒业,2000-08-07,C 制造业
主板,中国中期投资股份有限公司,000996,中国中期,2000-07-18,F 批发零售
主板,新大陆数字技术股份有限公司,000997,新 大 陆,2000-08-07,I 信息技术
主板,袁隆平农业高科技股份有限公司,000998,隆平高科,2000-12-11,A 农林牧渔
主板,华润三九医药股份有限公司,000999,华润三九,2000-03-09,C 制造业
主板,重庆宗申动力机械股份有限公司,001696,宗申动力,1997-03-06,C 制造业
主板,招商局港口集团股份有限公司,001872,招商港口,1993-05-05,G 运输仓储
主板,河南豫能控股股份有限公司,001896,豫能控股,1998-01-22,D 水电煤气
主板,招商局积余产业运营服务股份有限公司,001914,招商积余,1994-09-28,K 房地产
主板,招商局公路网络科技控股股份有限公司,001965,招商公路,2017-12-25,G 运输仓储
主板,招商局蛇口工业区控股股份有限公司,001979,招商蛇口,2015-12-30,K 房地产
中小板,浙江新和成股份有限公司,002001,新 和 成,2004-06-25,C 制造业
中小板,鸿达兴业股份有限公司,002002,鸿达兴业,2004-06-25,C 制造业
中小板,浙江伟星实业发展股份有限公司,002003,伟星股份,2004-06-25,C 制造业
中小板,华邦生命健康股份有限公司,002004,华邦健康,2004-06-25,C 制造业
中小板,安徽德豪润达电气股份有限公司,002005,ST德豪,2004-06-25,C 制造业
中小板,浙江精功科技股份有限公司,002006,精功科技,2004-06-25,C 制造业
中小板,华兰生物工程股份有限公司,002007,华兰生物,2004-06-25,C 制造业
中小板,大族激光科技产业集团股份有限公司,002008,大族激光,2004-06-25,C 制造业
中小板,天奇自动化工程股份有限公司,002009,天奇股份,2004-06-29,C 制造业
中小板,传化智联股份有限公司,002010,传化智联,2004-06-29,L 商务服务
中小板,浙江盾安人工环境股份有限公司,002011,盾安环境,2004-07-05,C 制造业
中小板,浙江凯恩特种材料股份有限公司,002012,凯恩股份,2004-07-05,C 制造业
中小板,中航工业机电系统股份有限公司,002013,中航机电,2004-07-05,C 制造业
中小板,黄山永新股份有限公司,002014,永新股份,2004-07-08,C 制造业
中小板,协鑫能源科技股份有限公司,002015,协鑫能科,2004-07-08,D 水电煤气
中小板,广东世荣兆业股份有限公司,002016,世荣兆业,2004-07-08,K 房地产
中小板,东信和平科技股份有限公司,002017,东信和平,2004-07-13,C 制造业
中小板,亿帆医药股份有限公司,002019,亿帆医药,2004-07-13,C 制造业
中小板,浙江京新药业股份有限公司,002020,京新药业,2004-07-15,C 制造业
中小板,中捷资源投资股份有限公司,002021,ST中捷,2004-07-15,C 制造业
中小板,上海科华生物工程股份有限公司,002022,科华生物,2004-07-21,C 制造业
中小板,四川海特高新技术股份有限公司,002023,海特高新,2004-07-21,C 制造业
中小板,苏宁易购集团股份有限公司,002024,苏宁易购,2004-07-21,F 批发零售
中小板,贵州航天电器股份有限公司,002025,航天电器,2004-07-26,C 制造业
中小板,山东威达机械股份有限公司,002026,山东威达,2004-07-27,C 制造业
中小板,分众传媒信息技术股份有限公司,002027,分众传媒,2004-08-04,L 商务服务
中小板,思源电气股份有限公司,002028,思源电气,2004-08-05,C 制造业
中小板,福建七匹狼实业股份有限公司,002029,七 匹 狼,2004-08-06,C 制造业
中小板,中山大学达安基因股份有限公司,002030,达安基因,2004-08-09,C 制造业
中小板,巨轮智能装备股份有限公司,002031,巨轮智能,2004-08-16,C 制造业
中小板,浙江苏泊尔股份有限公司,002032,苏 泊 尔,2004-08-17,C 制造业
中小板,丽江玉龙旅游股份有限公司,002033,丽江股份,2004-08-25,N 公共环保
中小板,旺能环境股份有限公司,002034,旺能环境,2004-08-26,N 公共环保
中小板,华帝股份有限公司,002035,华帝股份,2004-09-01,C 制造业
中小板,联创电子科技股份有限公司,002036,联创电子,2004-09-03,C 制造业
中小板,保利联合化工控股集团股份有限公司,002037,保利联合,2004-09-08,C 制造业
中小板,北京双鹭药业股份有限公司,002038,双鹭药业,2004-09-09,C 制造业
中小板,贵州黔源电力股份有限公司,002039,黔源电力,2005-03-03,D 水电煤气
中小板,南京港股份有限公司,002040,南 京 港,2005-03-25,G 运输仓储
中小板,山东登海种业股份有限公司,002041,登海种业,2005-04-18,A 农林牧渔
中小板,华孚时尚股份有限公司,002042,华孚时尚,2005-04-27,C 制造业
中小板,德华兔宝宝装饰新材股份有限公司,002043,兔 宝 宝,2005-05-10,C 制造业
中小板,美年大健康产业控股股份有限公司,002044,美年健康,2005-05-18,Q 卫生
中小板,国光电器股份有限公司,002045,国光电器,2005-05-23,C 制造业
中小板,国机精工股份有限公司,002046,国机精工,2005-05-26,C 制造业
